text,label
"What is the claim to fame of Agra , India ?",0
What is yohimbine ?,0
What are amaretto biscuits ?,0
How is saline used in medicine ?,0
What is usenet for the Internet ?,0
How do you make a million bucks ?,0
How was Lawrence,0
How successful is arometherapy ?,0
What is titanium ?,0
What is the history of `` the toast '' ?,0
How was the element calcium named ?,0
What is the song Stairway to Heaven by Led Zeppelin about ?,0
What 's the staff of life mentioned in the Lord 's Prayer ?,0
Why are haunted houses popular ?,0
What is the origin of infinity ?,0
Why do heavier objects travel downhill faster ?,0
How can SQL queries be improved ?,0
What is an ecological niche ?,0
What is the `` 7-minute cigarette '' ?,0
What does `` antidisestablishmentarianism '' mean ?,0
How do birds have sex ?,0
What is the design of the ship Titanic ?,0
What do economists do ?,0
What are the major differences in the Catholic and Methodist religions ?,0
Why does tuberculosis afflict people ?,0
What is the origin of the word Ozymandias ?,0
How do you address a Chinese person ?,0
What is an Angelus ?,0
What is mandibulofacial dysostosis ?,0
What is the `` fourth dimension '' ?,0
How did people respond to the idea of the first millenium ?,0
What is the Golden Rule ?,0
What caused the Titanic to sink ?,0
What is the origin of the word ` posh ' ?,0
What is recruitment interview technique ?,0
What is a green bog ?,0
What are the benefits of home school ?,0
What is `` the computer for the rest of us '' ?,0
How can I get in touch with Michael Moore of `` Roger & Me '' ?,0
How do I e-mail someone at aol.com from yahoo.com ?,0
What is white chocolate ?,0
What is the historical relationship of Catholic Church and bingo ?,0
How do you clean up a cache ?,0
How did P.T. Barnum bill the diminutive Charles S. Stratton ?,0
What does the name Shawn mean ?,0
What effect does friction have on perpetual motion ?,0
What is goldenseal ?,0
Why do men snore ?,0
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,0
What 's the claim to fame of night watchman Frank Wills ?,0
What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,0
What does the name `` Anthony '' mean ?,0
What is the difference between terry cloth and French terry ?,0
Why is Chicago named Chicago ?,0
What is a `` False Moon '' ?,0
What makes salt ?,0
Why do rooftops give off steam after a big rainstorm ?,0
Why does sound travel quicker through water than air ?,0
What are bear and bull markets ?,0
How do I contact answers.com ?,0
What is narcolepsy ?,0
What is Smartnet ?,0
What does the donation process entail ?,0
How do you make a computer chip ?,0
What does the theory of quantum leaps mean in simpler terms ?,0
What is dextropropoxyphen napsylate ?,0
What is the origin of `` Beauty is in the eye of the beholder '' ?,0
How was the Kennedy money made ?,0
What causes rust ?,0
What is `` Chicago Hope '' ?,0
What is witch hazel ?,0
Why does it snow ?,0
What are the environmental influences on plant genetics ?,0
What is the Socratic method ?,0
What are binomial coefficients ?,0
How does a copier work ?,0
How do you handle a hungry man ?,0
How do you find oxidation numbers ?,0
How can I find a list of celebrities ' real names ?,0
What is the definition of cosmology ?,0
Why doesn 't www.answers.com have any answers to my questions ?,0
What caused the death of Bob Marley ?,0
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,0
What is a gandy dancer ?,0
How do telephones work ?,0
What are the `` Star Wars '' satellites ?,0
What is the origin of the candy cane at Christmas ?,0
What is Boston Kreme ?,0
How do I find a city if I have the area code ?,0
How can I get started in writing for television ?,0
Describe the Long March .,0
"What does the word camaro mean , from the GM car the Camaro ?",0
What is a storm surge ?,0
What caused the division between the Anglicans and the Vatican ?,0
What causes a person to have constantly sweaty hands and feet ?,0
What does idle mean ?,0
How do they find an epicenter ?,0
"What do the names Neil , Mary , and Anthony mean ?",0
How do you write a correct critical analysis of a poem ?,0
What is a plant supplement ?,0
Why are there Braille things on the ATM machines that people drive through ?,0
How is digital audio used ?,0
What is carpal tunnel syndrome ?,0
Why does cotton get caught in belly buttons ?,0
How do plants make food ?,0
What causes rust ?,0
What happens when lightning strikes a body of water ?,0
How is carbon dioxide removed from natural gas ?,0
What is the origin of the term `` The Brooklyn Side '' in bowling ?,0
What is the difference between molecules and compounds ?,0
Why are the ears your center of balance ?,0
How can you tell when figs are ripe ?,0
What were the first words spoken on a film sound track ?,0
Where did the term fireplug come from ?,0
What 's the difference between carelessness and carefreeness ?,0
Why are the rooftops in Canada green ?,0
How did the months of the year get there name ?,0
What is hydroelectricity ?,0
"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?",0
How do I change a file from an ART file to a JPEG or Bitmap file ?,0
What should you do for an ankle sprain ?,0
How do you do a bibliography with an unknown author ?,0
What is the difference between classical conditioning and operant conditioning ?,0
What is an arab strap ?,0
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,0
What is the definition of ` graphic details ' ?,0
How do I find out about jobs ?,0
What is the Amish religion ?,0
What does Las Vegas mean ?,0
What is hyperopia ?,0
What did Mighty Mouse always sing as he went into action ?,0
How does the car in `` Christine '' become possessed ?,0
What is the chemiosmotic theory ?,0
How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,0
What is commonly considered the fifth sense ?,0
How do you send a movie transcript to Hollywood so that it can be produced into a film ?,0
What are the lyrics to the Star Spangled Banner ?,0
How do you throw a housewarming party ?,0
What is a hormone ?,0
What is the origin of the atom ?,0
What exactly is radiation ?,0
"What was archy , and mehitabel ?",0
Why is Thanksgiving on a Thursday ?,0
Why do we ask for the `` check '' and not the bill at a restaurant ?,0
How do I keep cats out of my flower garden for good ?,0
How does the speed the magnet spins in a generator affect the output of the generator ?,0
Define cosmology .,0
Why do people in the upper peninsula of Michagin say `` eh ? '' ?,0
What was the rallying cry of the early American revolutionaries ?,0
What caused Shea & Gould to close their L.A. office ?,0
What is `` the only cigarette made with no leftovers '' ?,0
What is the literal meaning of `` D-DAY '' ?,0
What is hypnotherapy ?,0
What is a phalanx ?,0
Why do many Native American students not complete college ?,0
For what reason did some San Diego schools stop serving apples ?,0
Define Sinn Fein .,0
How do you get silly putty out of fabric ?,0
How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,0
What is meant by the term `` yield to maturity '' in reference to bonds ?,0
What is being done about the millennium bug ?,0
What is the half-life of P-32 ?,0
What happens to used motor oil ?,0
How do microwaves work ?,0
How do I contact Answers.com direct ?,0
What is cosmology ?,0
What was the `` Dead Man 's Hand '' ?,0
Why were red M&Ms discontinued then brought back ?,0
What is the VDRL test of blood ?,0
What do the red-and-white stripes on a barbershop pole stand for ?,0
